total_pnl_bps,ann_return_pct,sharpe,max_dd_bps,win_rate,n_trades,time_in_mkt_pct,n_bars,pnl_per_trade,T_open,T_close,T_flip,fee_rt,max_hold
2130.459804954473,74.94509634327035,3.4013271029516634,909.6508082076907,0.5111353711790393,3469,73.56838808127861,12451,0.6141423479257633,0.3,-1.0,0.8,0.0,3
1821.4853922234615,64.07602616608114,2.7216271377731447,1452.1515734109562,0.5101691693594373,2715,84.50726849249057,12451,0.6708970137102989,0.3,-1.0,0.8,0.0,5
2244.740475416067,78.96525003873083,3.1865648530840938,1257.2364443485858,0.5087914915515911,1994,93.6390651353305,12451,1.125747480148479,0.3,-1.0,0.8,0.0,10
2411.5516058049398,84.83331486166281,3.340715949459926,972.8873137137853,0.5080724070450098,1648,98.49811260139748,12451,1.4633201491534829,0.3,-1.0,0.8,0.0,20
396.20980495447293,13.93782785077979,0.6326660942266895,1239.7706867419183,0.5054585152838428,3469,73.56838808127861,12451,0.11421441480382616,0.3,-1.0,0.8,0.5,3
464.23539222346153,16.33082497742159,0.6937227931638225,1830.6515734109562,0.505702337958563,2715,84.50726849249057,12451,0.17098909474160645,0.3,-1.0,0.8,0.5,5
1247.990475416067,43.9016808475012,1.7717296650340597,1550.7364443485858,0.5058752894759413,1994,93.6390651353305,12451,0.6258728562768642,0.3,-1.0,0.8,0.5,10
1587.8016058049398,55.85552191330524,2.199641873928859,1105.6585424034856,0.5051369863013698,1648,98.49811260139748,12451,0.9634718481826091,0.3,-1.0,0.8,0.5,20
-1338.040195045527,-47.06944064171078,-2.1364163506911105,1906.2661091020564,0.5003275109170305,3469,73.56838808127861,12451,-0.385713518318111,0.3,-1.0,0.8,1.0,3
-893.0146077765385,-31.41437621123796,-1.3342973535089406,2209.151573410956,0.5014255844896408,2715,84.50726849249057,12451,-0.328918824227086,0.3,-1.0,0.8,1.0,5
251.24047541606706,8.838111656271575,0.3566305314503745,1844.2364443485858,0.5024444635045887,1994,93.6390651353305,12451,0.12599823240524927,0.3,-1.0,0.8,1.0,10
764.0516058049398,26.877728964947682,1.0583033731425575,1303.6585424034856,0.5024461839530333,1648,98.49811260139748,12451,0.46362354721173527,0.3,-1.0,0.8,1.0,20
-3072.290195045527,-108.07670913420135,-4.903876365365044,3193.885001310613,0.4942139737991266,3469,73.56838808127861,12451,-0.8856414514400481,0.3,-1.0,0.8,1.5,3
-2250.2646077765385,-79.1595773998975,-3.361055083913214,2640.402255249908,0.4971488310207185,2715,84.50726849249057,12451,-0.8288267431957784,0.3,-1.0,0.8,1.5,5
-745.509524583933,-26.225457534958046,-1.057884061272938,2204.5819577791262,0.4992709494810876,1994,93.6390651353305,12451,-0.3738763914663656,0.3,-1.0,0.8,1.5,10
-59.698394195060246,-2.1000639834098775,-0.0826610568259652,1535.0349327122094,0.49951076320939336,1648,98.49811260139748,12451,-0.0362247537591385,0.3,-1.0,0.8,1.5,20
-3765.9901950455273,-132.47961653119756,-6.009949238335539,3851.938065273757,0.49148471615720524,3469,73.56838808127861,12451,-1.0856126246888231,0.3,-1.0,0.8,1.7,3
-2793.164607776538,-98.25765787536133,-4.171096734010353,2990.602255249733,0.49553316859912566,2715,84.50726849249057,12451,-1.0287899107832552,0.3,-1.0,0.8,1.7,5
-1144.209524583933,-40.2508852114499,-1.6233365324543259,2457.581957779148,0.49815593104039796,1994,93.6390651353305,12451,-0.5738262410150116,0.3,-1.0,0.8,1.7,10
-389.1983941950604,-13.691181162752908,-0.5387993270028067,1722.3184516113272,0.49853228962818,1648,98.49811260139748,12451,-0.2361640741474881,0.3,-1.0,0.8,1.7,20
-4806.540195045527,-169.0839776266919,-7.667676098061137,4887.238065273967,0.48766375545851526,3469,73.56838808127861,12451,-1.3855693845619854,0.3,-1.0,0.8,2.0,3
-3607.5146077765385,-126.90477858855706,-5.385176706010445,3778.050174162374,0.49344231134765254,2715,84.50726849249057,12451,-1.328734662164471,0.3,-1.0,0.8,2.0,5
-1742.259524583933,-61.289026726187664,-2.470967855338969,2837.0819577791262,0.49644051805472167,1994,93.6390651353305,12451,-0.8737510153379804,0.3,-1.0,0.8,2.0,10
-883.4483941950602,-31.07785693176744,-1.2226145046782653,2035.8184516113251,0.4971461187214612,1648,98.49811260139748,12451,-0.5360730547300123,0.3,-1.0,0.8,2.0,20
-8275.040195045527,-291.09851461167307,-13.176218170253117,8338.238065273967,0.4759825327510917,3469,73.56838808127861,12451,-2.3854252508058598,0.3,-1.0,0.8,3.0,3
-6322.0146077765385,-222.39518096587614,-9.42006726361639,6448.050174162374,0.4849838433757841,2715,84.50726849249057,12451,-2.328550500101856,0.3,-1.0,0.8,3.0,5
-3735.759524583933,-131.41616510864694,-5.289484268907341,4102.081957779126,0.489321554164165,1994,93.6390651353305,12451,-1.87350026308121,0.3,-1.0,0.8,3.0,10
-2530.9483941950602,-89.03344282848255,-3.496959341286353,3080.818451611325,0.4911937377690802,1648,98.49811260139748,12451,-1.5357696566717598,0.3,-1.0,0.8,3.0,20
-9662.440195045529,-339.9043294056655,-15.369695690845989,9718.63806527355,0.4715065502183406,3469,73.56838808127861,12451,-2.7853675973034098,0.3,-1.0,0.8,3.4,3
-7407.814607776539,-260.5913419168038,-11.027133670116024,7516.050174161929,0.48080212887283785,2715,84.50726849249057,12451,-2.7284768352768096,0.3,-1.0,0.8,3.4,5
-4533.159524583933,-159.4670204616306,-6.4128569735292436,4659.007895062184,0.48666266403636677,1994,93.6390651353305,12451,-2.2733999621785017,0.3,-1.0,0.8,3.4,10
-3189.9483941950602,-112.21567718716861,-4.403733524863289,3509.412616736874,0.4893998695368558,1648,98.49811260139748,12451,-1.9356482974484588,0.3,-1.0,0.8,3.4,20
3883.9393943640753,136.62882135824154,6.482242492872039,644.1066271015443,0.5231955657308109,3984,66.65328086097502,12451,0.974884386135561,0.3,-0.3,0.8,0.0,3
3633.5308713354752,127.81997603766271,5.800887414761284,902.3413189048879,0.5186331969479155,3574,72.62870452172517,12451,1.0166566511850799,0.3,-0.3,0.8,0.0,5
3420.014746927365,120.30892772903267,5.34407588150213,1092.7907181750052,0.5140926844716562,3317,76.08224239016947,12451,1.031056601425193,0.3,-0.3,0.8,0.0,10
3615.886289412563,127.19927674586,5.6345106235662685,1016.5803599874489,0.515561144294247,3277,76.64444622921853,12451,1.103413576262607,0.3,-0.3,0.8,0.0,20
1892.1893943640753,66.56324429615815,3.158552288396538,884.1066271015443,0.5157247861188095,3984,66.65328086097502,12451,0.47494713713957715,0.3,-0.3,0.8,0.5,3
1846.7808713354752,64.96586793389592,2.9484830416949923,1142.8413189048879,0.5125511445316819,3574,72.62870452172517,12451,0.5167266008213417,0.3,-0.3,0.8,0.5,5
1761.7647469273652,61.97517943572291,2.753276641432315,1340.7907181750052,0.5086033991343819,3317,76.08224239016947,12451,0.5311319707348101,0.3,-0.3,0.8,0.5,10
1977.6362894125632,69.56908639970305,3.0820274694003964,1260.580359987449,0.5102169129204652,3277,76.64444622921853,12451,0.6034898655515909,0.3,-0.3,0.8,0.5,20
-99.56060563592473,-3.502332765925229,-0.16617776726676456,1175.5420718420646,0.5099409567417761,3984,66.65328086097502,12451,-0.02499011185640681,0.3,-0.3,0.8,1.0,3
60.03087133547524,2.1117598301291585,0.09582285881317418,1383.3413189048879,0.5080172509123079,3574,72.62870452172517,12451,0.016796550457603594,0.3,-0.3,0.8,1.0,5
103.5147469273652,3.6414311424131367,0.16175453885069097,1595.18719235569,0.5043808719518632,3317,76.08224239016947,12451,0.031207340044427254,0.3,-0.3,0.8,1.0,10
339.3862894125632,11.938896053546117,0.5288449793864138,1510.132720075082,0.5061301477522792,3277,76.64444622921853,12451,0.10356615484057467,0.3,-0.3,0.8,1.0,20
-2091.3106056359247,-73.56790982800861,-3.4894517269746577,2382.855160603358,0.503072659356549,3984,66.65328086097502,12451,-0.5249273608523908,0.3,-0.3,0.8,1.5,3
-1726.7191286645248,-60.74234827363762,-2.7549964420725024,1968.455896592408,0.5014928674112573,3574,72.62870452172517,12451,-0.4831334999061345,0.3,-0.3,0.8,1.5,5
-1554.7352530726348,-54.69231715089664,-2.4286118054430292,2096.8020431151963,0.4986804602554629,3317,76.08224239016947,12451,-0.46871729064595563,0.3,-0.3,0.8,1.5,10
-1298.8637105874368,-45.69129429261082,-2.023192146152864,1980.8176975151873,0.5004715498270984,3277,76.64444622921853,12451,-0.3963575558704415,0.3,-0.3,0.8,1.5,20
-2888.010605635925,-101.59414065284196,-4.81779552817632,3116.4551606030573,0.5006627304494518,3984,66.65328086097502,12451,-0.7249022604507844,0.3,-0.3,0.8,1.7,3
-2441.4191286645255,-85.88399151514434,-3.894340435084886,2604.011103671145,0.49983412584319364,3574,72.62870452172517,12451,-0.6831055200516299,0.3,-0.3,0.8,1.7,5
-2218.035253072635,-78.02581646822055,-3.4640147370471133,2546.2829553789525,0.4973081389211443,3317,76.08224239016947,12451,-0.6686871429221088,0.3,-0.3,0.8,1.7,10
